496 military leaders approve of Romney &amp; 5 approve of Obama! No wonder. we're getting our ass kicked around the world!,angry,angry
RT @briandeal: The only thing lying more than Obama bin Lyin' are the polls. dem oversampling of 11-13%. they should consider packing bo,angry,angry
RT @Carydc: Obama's silence on Israel's plight questioned by Romney http://t.co/9GSZAogu For those who watched the third and final Presi,none,none
RT @BarackObama: Stand with President Obama if you support his plan to keep us moving forward. Confirm where you vote: http://t.co/q9Olv,hopeful,hopeful
This election is about leadership and jobs! Obama has failed on both accounts. #RomenyRyan2012,angry,angry
if Obama wins then i will be happy. if he doesnt then i can't complain because i didnt give myself a chance to vote.,hopeful,hopeful
@DamonBeard definitely Obama since his campaign became celebville every fan/groupie with no clue about politics will be voting for him!,mocking,mocking
CNN Poll Shows a Romney-Obama Tie With a D+11 Sample Democrat +11 http://t.co/Uw819hgN This is disturbing and why CNN ratings are awful.,sad,sad
@CharlesMBlow .@FinancialTimes: ""Obama is the wiser bet for crisis-hit US. There remains a need for intelligent. reformist governance"",hopeful,hopeful
RT @RealRonHoward: Obama pulled us from global economic catastrophe Now US leads other nations in recovery Still so much to do Join Cher,hopeful,hopeful
RT @cfreelakers24: Romney's scare tactics won't work! President Obama WILL win as long as everyone gets out and vote in record numbers.,hopeful,hopeful
#DearMrFaniKayode I also cant imagine you blamed Obama for the Boko Haram menace in Nigeria. I flushed my respect for you immediately mehn,angry,angry
Where do Romney and Obama differ on foreign policy? Analysis of positions on Middle East. China. energy. defencI'm voting for revenge for those 4 men Obama left to die.,angry,angry
@beingtricia So honored - yesterday. in NH I met our President and was able to shake his hand  &amp; say thank you-VOTE Obama/Biden,happy,happy
@MikeyMeaney I don't care what colour he is. he could be purple with orange spots for all I care. He's still the man for the job. #obama,happy,happy
RT @RangerMoore: As a combat veteran I &amp; my fellow veterans fought too hard to allow Obama disgrace this great country. VOTE OBAMA OUT,angry,angry
Obama. Romney make a mad dash in a final bid for votes: President Barack Obama and Republican challenger Mitt Ro http://t.co/M522eUvy,none,none
Obama ""Revenge"" Quote Reverberates on Campaign Trail http://t.co/rTZjWVRV,none,none
BBC News - US election: Obama and Romney set for last campaign day http://t.co/6cFyNBzB,none,none
@JumpinBeauty I watched themovie ""Obama's America 2016"" and legit got so scared about the things Obama wants to accomplish inthe near future,afraid,afraid
President Barack Obama and former Massachusetts governor Mitt Romney square off in the http://t.co/1fxaXdDk,none,none
On Friday Obama told supporters voting for him is the best revenge.  Revenge for what?,mocking,mocking
Y'all think Obama wipe his ass wit toilet paper or sum cloth type shit?,mocking,mocking
Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spen http://t.co/ZKaDUaiv,none,none
#obama Matt obtained Quit beyond school with regard to submitting KrissyIs actually photos http://t.co/khkR9Du1,none,none
Obama Works Turnout as Romney Seeks Wave on Final Day - Businessweek: Obama Works Turnout as Romney Seeks Wave o http://t.co/Sp6PyWNE,none,none
Obama Gains Edge in Campaigns Final Days http://t.co/XjaBGZV1,none,none
RT @Obama2012: Obama in FL: ""Weve come too far to let our hearts grow faint. Its time to keep moving forward to educate our kids. to c,hopeful,hopeful
Case in point: Obama's 'zinger' about Romney's pension size.Why is having a big pension shameful? He worked for it,angry,angry
#DearMrFaniKayode If you really believe that Obama is the Anti-Christ. what can you do about it? Or can you stop the Prophesy about Rapture?,angry,angry
@Morning_Joe Another Obama triumph!!! Israeli Defense Says Iran Postponed Nuclear Ambitions http://t.co/zF7oQ2kL,happy,happy
RT @AMJoesMoustache: Especially where the Bible says ""every man for himself."" @NBCFirstRead,none,none
Obama better be winning these states.,hopeful,hopeful
Maybe my mom will let me stay home cause I know she voted for Obama.,funny,funny
@Slugcocks I think Obama needs more time. The state America was in will take years to fix. Romney just isn't what America need #myopinion,hopeful,hopeful
RT @MICHAELDOLLAR: Obama Signed The HIRE Act to stimulate economic recovery (2010) small businesses can write off their investments in,none,none
Did a random twitter search for election worried. On first page (all I checked) every tweet expressed worry Obama would lose.,afraid,afraid
President Obama gets Will Ferrell's vote in hilarious campaign video http://t.co/cVxLuYAt,funny,funny
RT @VotingAmerican: America cannot afford 16 more Tax Payer Funded Obama Family Vacations!,angry,angry
@isabel_dobinson i want obama to win. but i just think he might lose. its going to be very very close :/,afraid,afraid
Obama. Romney make a mad dash in a final bid for votes: President Barack Obama and Republican challenger Mitt Ro http://t.co/Nh7ldVdz,none,none
RT @mickw1965: @RichardDawkins Every Sunday newspaper supporting Obama even the right wing ones. British people are genuinely scared of,afraid,afraid
RT @nbc15_madison: President Obama and Air Force One are officially on the ground. He landed at 2:40 a.m. at the Dane County Airport. ht,none,none
http://t.co/4myGlAww Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spend,none,none
RT @ericmetaxas: On the campaign trail today. President Obama declared that if the economy is not fixed in four years he will not run fo,mocking,mocking
Documents obtained by former Muslim Brotherhood member Walid Shoebat reportedly demonstrate the Obama http://t.co/H7eqJklO,none,none
RT @alexbrighouse: @AbbieMitchell_ reading all your tweets about obama.i was just scrolling through google and found thisgrim http://,none,none
To the American people. if you don't vote for Obama. you'll have another 4yrs of misery #Bushism,angry,angry
Obama and Romney in closing pitches as legal disputes begin http://t.co/uS30HBrO,none,none
Michelle Obama's Best Fashion Moments As First Lady http://t.co/YH77xqaC,none,none
friday needs to be counted as part of the weekend obama work on this,funny,funny
@ericbolling - last day. hopefully after tomorrow there will be silence from Obama and his parrots. tired of his same rhetoric!,angry,angry
Obama says ""Forward"". To what? Being disarmed and ruled by his Government? Look around at his work. We are broke and unemployed!,angry,angry
My back and feet hurt still! It was worth it to see Obama! I could use a massage though,happy,happy
RT @dennino1: Why do voters in the Red States. who get many more federal dollars than people in the Blue States. prefer Rawmoney over Obama?,mocking,mocking
Also just the way Obama has governed making the tough unpopular decisions. No one knew at the time the auto bailout would win votes,happy,happy
Mitt Romney wants to do great things. Obama just wants to be perceived as great,mocking,mocking
I don't scare if you vote for President Obama or Vice President Biden. as long as you vote for one of them :-),happy,happy
#TeaParty RT @John_Scotus Could this be why Obama is doing so well in the polls? The Bradley Effect &amp; the 2012 Election http://t.co/Jyrb4WA1,none,none
@PerezHilton  I will be voting for Romney ..i have Romnesia &amp; the only cure 4 it is to help Obama &amp; his greedy wife evacuate OUR White House,angry,angry
My dear USA friends please vote for OBAMA,hopeful,hopeful
If another Romney commercial come on dissin Obama in going break the damn Tv.,angry,angry
@crkilroy @fuqutooo Romney already used government to nefarious ends. He gave the world ObamaCare before there was Obama. And you trust him?,angry,angry
RT @rylewsapussy: Re-electing Obama is like backing the Titanic up and hitting the iceberg again. Electing Romney is like hitting a diff,mocking,mocking
Why are all these famous people campaigning for Obama like how is Romney suppose to live knowing Beyonce doesn't like him?,mocking,mocking
The Difference Between Bush's First Term Vs. Obama's First Term In One Devastating Chart http://t.co/81Q4Wt5D,none,none
Al Jazeera Network US candidates campaign in swing states: Latest polls show President Barack Obama and rival Mi http://t.co/VeSosJZ9,none,none
@julianatheiss @lisalake I can educate myself I already know what a communist is and Obama isn't one. Other ways of criticising without lies,angry,angry
Damn b. Romney win u not gon ever have gas b""@DJZeeti: im definitely not walking to vote.. obama just gonna have to lose this year"",angry,angry
RT @boobygraffoe: Between them Obama and Romney have spent $1.605.000.000 trying to convi am an American i would do the same thing.,angry,angry
@OpTicMiDNiTE you is dumb if Obama wins I'm moving to Canada,angry,angry
Michael Moore Wants You and Your Friends to Vote for Obama - Truthdig http://t.co/vF3l9Pf9 via @truthdig,none,none
Obama. Romney Make Final Pleas as Legal Fights Begin,none,none
Sandy has become Obamas Katrina - Remember that video where he was braying about Katrina in ebonics? Where is he now?! http://t.co/ZMHKB9la,mocking,mocking
Oh no! Someone has poisoned my hero @NeilDiamond with Obama's KoolAid. Quickget him a dose of reality before it's too late!!!,mocking,mocking
Murky Monday Links: Don't you know that he would if he couldStudy: Media Framed Benghazi In Obamas TermsRomn http://t.co/XGnOKdtq,none,none
If Obama gets elected again . they were right about the world ending . #NObama,angry,angry
Obama ""Revenge"" Quote Reverberates on Campaign Trail http://t.co/IjBYZ0Pc,none,none
@Morning_Joe 1980? the polling's much more sophisticated now.  Early voting rolling Obama's way in Ohio. all polls in his favor. he will win,hopeful,hopeful
In last days of campaign. final push to get out the vote: One day out from Election Day. Obama campaign touts un http://t.co/0pWlA3T8,none,none
@natlsecuritycnn There will no second term for Obama. especially for a Socialist that is trying to destroy america. Spineless Liberal CNN,angry,angry
Inhofe  push for regulatory transparency after Obama administration misses his deadline for releasing regulatory http://t.co/uCTlC1Fj,none,none
Ok we all talk about the Obama/Romney attack ads yet the local NC ads are completely ridiculous and worse in every way,angry,angry
Report: Obama cut back substantially on economically signifcant regulations in October http://t.co/7RQnPkPG #tcot,none,none
RT @paplanner13: @bpshow Have voted in every election since 1968. this time the future of the world depends on voting for Barack Obama,hopeful,hopeful
RT @moviesndtv: President Obama gets Will Ferrell's vote in hilarious campaign video,funny,funny
Wind tax credits likely to end under Romney: The wind energy boom President Obama touted as key http://t.co/ELO9IYk4 #tcot #obama #P2,none,none
democrates obama republicans are slow like lamas,mocking,mocking
RT @FelicisTredecim: I can see it now. Obama looking at himself in the mirror. to Michelle. oh yeah our fool followers gonna get you mor,mocking,mocking
Dictator-in-Chief: President Obama Creates Police State Just Days Before Election http://t.co/njLzOM4u,none,none
B/c theyve made no $ yet RT @CatherineCrier: Harvard Business School Students Prefer Obama: Survey http://t.co/UzKNK6RH via @HuffPostSmBiz,none,none
RT @DerrenBrown: Non-Americans tweeting pro-Obama get told to mind their own fckng business. do we know does the same happen when it's p,angry,angry
RT @Chris_1791: America or Obama. We can't have both. Shining city upon a hill or Greece? Save America get rid of Obama! http://t.co/N3r,angry,angry
RT @ProudAmerican82: RETWEET if you believe Obama's treatment of our Navy #SEALs is unbecoming of the Presidency &amp; a disgrace to the,angry,angry
Who do you believe will win the Presidential Election on Tuesday?  Let us know Click on the link http://t.co/s28AvI7t #Romney. #Obama,none,none
@isdown @DiegoUK Shit. House Republicans already did everything they could to fuck America in their bid to unseat Obama. Rotten to the core!,angry,angry
Under The Radar via jacoBLOG - Back in September. we wrote a post about the Obama campaigns use http://t.co/xas8a1Qf,none,none
RICHARD KOO: Barack Obama's Policies Were The Correct Response To The Recession http://t.co/3QdTzGa3,happy,happy
If your job was 2 waste all the money u could. on absolutely anything at all. it explains the Obama #Debt. He isn't trying 2 help US. WakeUp,angry,angry
@CoopsxD: I actually don't know how any Americans could vote for Mitt Romney. Obama is the obvious choice. What the fuck does that mean?,angry,angry
OBAMA MIGHT BE THE FIRST SITTING 'AFRICAN PRESIDENT' TO LOSE AN ELECTION. he will debunk the myth 'In Africa. incumbents never lose',mocking,mocking
Romney. Obama focus on key states during final lap http://t.co/VlZPAf62,none,none
Romney. Obama focus on key states during final lap http://t.co/o7tT6gzF,none,none
Report: Obama cut back substantially on economically significant regulations in October http://t.co/Vw2T5yT4,none,none
BBC News - US election: Obama and Romney set for last campaign day http://t.co/DSfWnJJK,none,none
@NY4Mitt Dear Pennsylvania. it is about jobs. It is not about Bill Clinton. We gave Obama a chance. He did not deliver. Vote Romney-Ryan.,angry,angry
@cspanwj #Benghazi101 - The Obama administration said Al Qaeda and the Muslim Brotherhood were not involved  LIE,angry,angry
26541261 business. do we know does the same happen when it's p,none,none
How confident are you in Obama or Romney winning the 2012 Presidential Election? Place your bets NOW! http://t.co/LHlCTFF0,none,none
College life under Obama and Romney: The president ultimately wants students to receive a reduction in the overa http://t.co/iTtLvb2I,none,none
BBC News - US election: Obama and Romney set for last campaign day http://t.co/GGkDBIk3,none,none
Obama ""Revenge"" Quote Reverberates on Campaign Trail http://t.co/wq3FlkY5,none,none
Profile Defenders Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt  Best Reputation Co.,none,none
It's hard for me to understand how ANYONE!!!! Can vote for Obama. He hates our country and what it stands for!!! A huge liar!,angry,angry
RT @MyFoxTampaBay: 40 percent of all eligible voters have already cast a ballot in Florida. #obama #romney #election,none,none
In Peter Kellner's latest commentary on the US election he predicts a narrow win for Barack Obama - puts him 2% ahead,none,none
http://t.co/jU9DvNGh Obama And Romney In Final White House Push,none,none
@robdelaney have you seen this? It's brilliant. MSNs poll for who all the other countries in the world would elect http://t.co/eEnF7SRn,happy,happy
I have an essay to write. And a paragraph summary of Obal fight for you and your families every single day. as hard as I know how.,hopeful,hopeful
The Most Devastating Anti-Obama Election Video of 2012? You Decide http://t.co/mf4L1T2l via @theblaze,none,none
@RBruceMorgan Interesting how Obama is an asshole for not predicting a murder in Libya as a result of a film though..,mocking,mocking
Obama School Federal Loan Modification http://t.co/Z517NK9z,none,none
RT @BarackObama: RT if you're supporting the candidate in this election who's fighting for the middle class: President Obama.,happy,happy
@MikeEpps___: I Know Obama And Michelle Sex Be Live. He Be In Her Shit Like ""Who Country Is This"" Michelle : Yours Daddy *screams*,mocking,mocking
Can Obama spend 2.5 million of tax payers money on improvements to his private compound. Hell no,angry,angry
RT @terellis: BS alert! MT@KHShan: Obama quote: ""Islam is not the problem in combating violent extremism - it is an important part of p,hopeful,hopeful
@SarahSmile_220 I'm not racist. yes I have been to America! You lot just live in cloud cuckoo land #Obama,mocking,mocking
NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti http://t.co/6T2W3GLu,happy,happy
President Obama and Mitt Romney ready to hold their final rallies before Election Day.,none,none
Signed historic Wall Street reform bill (2010)Designed to re-regulate and end abusive practices and promote consumer protections. Obama,hopeful,hopeful
RT @queen_uk: Obama. Romney. get on the blower and tell one why one should appoint you president. Make it snappy. one doesn't have all day.,mocking,mocking
Obama. Romney make a mad dash in a final bid for votes http://t.co/FlLNb9d9,none,none
RT @Peggynoonannyc: Mr. Obama had so much confidence. he thought whatever he did would work. He thought he had ""a gift."" http://t.co/Hns,mocking,mocking
@cspanwj #Benghazi101 - The Obama administration said that they had nothing to do with that YouTube video  LIE,none,none
@chinadoll756 @DineshDSouza I really enjoy your literary works.  Brilliant for you to educate America with Obama info.  God Bless America,happy,happy
NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86% by @hblodget http://t.co/tP0Ufjsa,happy,happy
Obama better get his ass of off ESPN,angry,angry
RT @DrBrianMay: @radio_blah_blah  I would not hesitate for a moment. Obama. I shudder to think what would happen to the world if he did,afraid,afraid
RT @JaySekulow: #Obama's misdirection on #Benghazi attack http://t.co/aBRyadNW 4 Americans were murdered by terrorists. Demand the truth,angry,angry
Obama ""#Revenge"" Quote Reverberates on Campaign Trail: Republican presidential candidate http://t.co/OTPGcvPn,none,none
Michelle Obama cookies sold more.7-Eleven coffee cups of Obama selling more. Mask sold this year of Obama Vs. Romney. Obama mask sold more.,none,none
I'm just curious! Dear US friends. do you have a healthcare-related reason why you vote for Obama or Romney? #hcsm,mocking,mocking
Election Day I am voting and it will be for Barack Obama. If you have a problem with that. there is the unfollow button------&gt;,funny,funny
Revenge? You don't deserve to be President Obama. Back your bags and get OUT!,angry,angry
RT @ppppolls: Most noteworthy on the national tracking poll- Obama leads 49/41 with independents now: http://t.co/bndNnvsm,none,none
@realDonaldTrump war on women? if that's so why are the majority of women unequivocally supporting Obama?,mocking,mocking
RT @RickSantorum: Today's jobs report w unemployment rate going up rather than down shows Obama's policies are failure even in yr 4; tim,angry,angry
RT @michellemalkin: David Mamet's message to Jews planning on voting for Obama ==&gt; http://t.co/QEJfb9MX,none,none
No one buy Shell Gas  boycott they had a fake Obama hanging please retweet.,angry,angry
give me a break #romney the only thing you have a record of achievment is in racism. sexism and favouring the rich. #vote #obama,angry,angry
Piers #Morgan: Why #Sandy may have won the election for #Obama http://t.co/RYEZy4y5,none,none
@hardball_chris is at it again. Calling Obama out on ""revenge"" remark is racist!,angry,angry
In Campaign's Closing Days. Obama Lays Claim to the Mantle of Change - New York Times (blog): New York Times (bl http://t.co/tXjjoJF2,hopeful,hopeful
Make sure you all get out there and vote for Obama ! And Vote NO on all 11 republican designed Amendmants,hopeful,hopeful
Polls show Presidential race is VERY close. @fivethirtyeight has projected Pres Obama to win Ohio and end up w/ 306 electoral votes.,hopeful,hopeful
RT @filthygorilla: Don't worry President Obama. under President Romney you'll at least be able to find a new job.,funny,funny
RT @BarackObama: In Cincinnati. Ohio. President Obama lays out the stakes for the middle class in this election: http://t.co/JfG4YSy8,none,none
RT @TEAParty_FL: Of all the arrogant. egotistical things obama said in the last four years. ""vote for revenge."" is the dumbest. Voting i,angry,angry
Obama and Romney should play beer pong to see who gets to be president.,funny,funny
RT @Politics_PR: Obama edges into slight national lead in RCP average: http://t.co/SBMcef0M Reduces chances state polls are wrong RT @th,none,none
RT @1tallmidget: Just remember this you Obama voters you are voting for a President that left 4 Americans to die #Benghazi &amp; you rea,angry,angry
@jeromeglassman you are making the right decision my friend.. Obama all the way,happy,happy
RT @RileyRebel129: Geraldo says FOX owes Obama an apology for its Benghazi coverage. I say FOX owes America an apology for its Geraldo c,angry,angry
RT @sheriffjim: Last week Obama cancelled the big Halloween party. He was afraid one of the kids would ask him about Lybia!!!,mocking,mocking
RT @StevenParker97: Israel &amp; the military endorsed Romney. while the Communist Party USA and the Iran govt.endorsed Obama.How do you,angry,angry
@Morning_Joe  sorry. no can do. I can't stand the way u load up your show with all NBC Obama sycophants!  They must b paying U big bucks !,angry,angry
Black person in the unemployment line: I was unemployed 4 years now since Obama came in.. but ima vote for him cuz he ma nijja.,happy,mocking
NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti http://t.co/C8EHRJUm,happy,hopeful
@steveyknight most have it as 49-46 to obama today though dont they,happy,hopeful
@jordantcarter @cyberjohnboy neither party is worthy. but Obama just happens to be the RIAA MPAA puppet err donation recipient,mocking,sad
@michellemalkin @ofa_co   Obama set the tone early on. to republicans he won the election and it would be his way. has never reached out..,angry,happy
Obama implicates Romney as 'bestseller of untruthful facts' in last Ohio rally - http://t.co/aUT9KcEJ,angry,angry
Tomorrow is going to be crazybut I have faith that Obama is going to win #teamobama,hopeful,hopeful
#WhatILoveAboutJoco walk in d r wells and hear a bunch of old men shit talking Obama,happy,happy
Good Monday morning! Some of today's top headlines include: President Obama and Republican Candidate Mitt Romney http://t.co/I0Gs8n9p,none,none
RT @FoxNews: Obama and Romney in a dead heat among undecided voters. How do you think Tuesday will play out? Make your prediction: http:,none,none
Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spen http://t.co/IewQQ7og,none,none
Got to be something wrong with the BBC feeding us the same Obama/Mitt stump speeches for days on end. but about 30 secs of the PM in the UAE,angry,angry
President Barack Obama is pressing to drive core supporters and wayward backers to the polls. while Republican c http://t.co/FUaUyao1,none,none
